timestamp,timeIntervalSince1970,latitude,longitude,altitude,horizontalAccuracy,verticalAccuracy,speed,course
"2025-10-28 09:14:02.449 +0000",1761642842.449449,10.809523,106.672748,36.500000,5.000000,9.500000,0.000000,208.100000
"2025-10-28 09:14:03.446 +0000",1761642843.446463,10.809523,106.672748,36.500000,5.000000,9.500000,0.000000,208.100000
"2025-10-28 09:14:04.433 +0000",1761642844.432781,10.809523,106.672748,36.500000,5.000000,9.500000,0.000000,208.100000
"2025-10-28 09:14:05.442 +0000",1761642845.441576,10.809523,106.672748,36.500000,5.000000,9.500000,0.000000,208.100000
"2025-10-28 09:14:06.429 +0000",1761642846.428821,10.809523,106.672748,36.500000,5.000000,9.500000,0.000000,208.100000
"2025-10-28 09:14:07.449 +0000",1761642847.449058,10.809523,106.672748,36.500000,5.000000,9.500000,0.000000,208.100000
"2025-10-28 09:14:08.431 +0000",1761642848.430606,10.809523,106.672749,36.500000,5.000000,9.500000,0.154333,208.200000
"2025-10-28 09:14:09.000 +0000",1761642848.999983,10.809523,106.672749,36.500000,5.000000,9.500000,0.271662,-1.000000
"2025-10-28 09:14:09.435 +0000",1761642849.435344,10.809520,106.672748,36.200000,10.000000,19.000000,0.308667,208.300000
"2025-10-28 09:14:10.564 +0000",1761642850.564330,10.809518,106.672747,35.900000,5.000000,9.500000,0.257222,208.300000
"2025-10-28 09:14:11.422 +0000",1761642851.421507,10.809515,106.672745,35.800000,10.000000,19.000000,0.463000,208.400000
"2025-10-28 09:14:12.503 +0000",1761642852.502976,10.809511,106.672743,35.800000,10.000000,19.000000,0.720222,208.200000
"2025-10-28 09:14:13.441 +0000",1761642853.440680,10.809505,106.672740,35.800000,10.000000,19.000000,0.720222,205.600000
"2025-10-28 09:14:14.500 +0000",1761642854.500460,10.809500,106.672737,35.800000,10.000000,19.000000,0.514444,201.600000
"2025-10-28 09:14:15.436 +0000",1761642855.435926,10.809495,106.672736,35.800000,10.000000,19.000000,0.720222,192.300000
"2025-10-28 09:14:16.499 +0000",1761642856.499009,10.809486,106.672735,35.800000,5.000000,9.500000,1.080333,177.900000
"2025-10-28 09:14:17.435 +0000",1761642857.435148,10.809475,106.672737,35.800000,10.000000,19.000000,1.337556,160.500000
"2025-10-28 09:14:18.480 +0000",1761642858.479991,10.809464,106.672744,35.800000,5.000000,9.500000,1.440444,141.700000
"2025-10-28 09:14:19.454 +0000",1761642859.453930,10.809455,106.672754,35.700000,10.000000,19.000000,1.440444,124.400000
"2025-10-28 09:14:20.484 +0000",1761642860.484023,10.809449,106.672766,35.700000,10.000000,19.000000,1.491889,113.700000
"2025-10-28 09:14:21.424 +0000",1761642861.423520,10.809443,106.672779,35.700000,10.000000,19.000000,1.646222,110.500000
"2025-10-28 09:14:22.482 +0000",1761642862.482019,10.809438,106.672794,35.700000,10.000000,19.000000,1.697667,110.500000
"2025-10-28 09:14:23.421 +0000",1761642863.421460,10.809431,106.672811,35.700000,10.000000,19.000000,2.417889,112.900000
"2025-10-28 09:14:24.484 +0000",1761642864.483679,10.809420,106.672835,35.800000,10.000000,19.000000,3.138111,116.900000
"2025-10-28 09:14:25.515 +0000",1761642865.514595,10.809405,106.672863,35.800000,10.000000,19.000000,3.704000,119.000000
"2025-10-28 09:14:26.498 +0000",1761642866.498462,10.809388,106.672895,35.800000,10.000000,19.000000,4.218444,119.500000
"2025-10-28 09:14:27.449 +0000",1761642867.448677,10.809367,106.672932,35.900000,10.000000,19.000000,4.835778,119.800000
"2025-10-28 09:14:28.533 +0000",1761642868.533329,10.809347,106.672975,35.900000,5.000000,9.500000,5.401667,119.500000
"2025-10-28 09:14:29.455 +0000",1761642869.454907,10.809324,106.673017,35.800000,5.000000,9.500000,5.093000,120.200000
"2025-10-28 09:14:30.507 +0000",1761642870.506870,10.809301,106.673057,35.800000,5.000000,9.500000,4.784333,120.400000
"2025-10-28 09:14:31.000 +0000",1761642870.999840,10.809301,106.673057,35.800000,5.000000,9.500000,4.903447,118.375571
"2025-10-28 09:14:31.453 +0000",1761642871.452804,10.809279,106.673093,35.700000,5.000000,9.500000,4.372778,120.500000
"2025-10-28 09:14:32.589 +0000",1761642872.588567,10.809261,106.673127,35.700000,10.000000,19.000000,3.858333,119.800000
"2025-10-28 09:14:33.464 +0000",1761642873.463826,10.809248,106.673157,35.600000,5.000000,9.500000,3.292444,115.400000
"2025-10-28 09:14:34.495 +0000",1761642874.494724,10.809239,106.673184,35.600000,5.000000,9.500000,2.932333,103.100000
"2025-10-28 09:14:35.435 +0000",1761642875.434988,10.809238,106.673211,35.600000,5.000000,9.500000,2.932333,84.700000
"2025-10-28 09:14:36.493 +0000",1761642876.492895,10.809244,106.673237,35.500000,5.000000,9.500000,2.983778,65.700000
"2025-10-28 09:14:37.436 +0000",1761642877.436101,10.809257,106.673260,35.400000,5.000000,9.500000,2.932333,52.400000
"2025-10-28 09:14:38.478 +0000",1761642878.478131,10.809274,106.673279,35.300000,5.000000,9.500000,2.623667,45.600000
"2025-10-28 09:14:39.430 +0000",1761642879.430352,10.809289,106.673294,35.200000,5.000000,9.500000,2.006333,43.300000
"2025-10-28 09:14:40.469 +0000",1761642880.468826,10.809298,106.673302,35.000000,5.000000,9.500000,0.720222,42.100000
"2025-10-28 09:14:41.429 +0000",1761642881.428772,10.809302,106.673306,35.100000,5.000000,9.500000,0.463000,40.800000
"2025-10-28 09:14:42.485 +0000",1761642882.485384,10.809305,106.673309,35.100000,5.000000,9.500000,0.360111,38.600000
"2025-10-28 09:14:43.430 +0000",1761642883.429768,10.809308,106.673311,35.100000,5.000000,9.500000,0.411556,35.400000
"2025-10-28 09:14:44.486 +0000",1761642884.485721,10.809312,106.673314,35.100000,5.000000,9.500000,0.617333,30.100000
"2025-10-28 09:14:45.433 +0000",1761642885.432673,10.809316,106.673316,35.100000,5.000000,9.500000,0.565889,25.300000
"2025-10-28 09:14:46.472 +0000",1761642886.471651,10.809320,106.673318,35.100000,5.000000,9.500000,0.051444,23.900000
"2025-10-28 09:14:47.000 +0000",1761642886.999733,10.809320,106.673318,35.100000,5.000000,9.500000,0.337632,276.694120
"2025-10-28 09:14:47.426 +0000",1761642887.425818,10.809320,106.673318,35.100000,5.000000,9.500000,0.000000,23.700000
"2025-10-28 09:14:48.475 +0000",1761642888.475020,10.809321,106.673318,35.100000,5.000000,9.500000,0.308667,20.700000
"2025-10-28 09:14:49.460 +0000",1761642889.459874,10.809327,106.673320,35.100000,5.000000,9.500000,0.668778,15.100000
"2025-10-28 09:14:50.000 +0000",1761642889.999714,10.809327,106.673320,35.100000,5.000000,9.500000,0.225332,322.319850
"2025-10-28 09:14:50.490 +0000",1761642890.490200,10.809330,106.673321,35.100000,5.000000,9.500000,0.205778,13.100000
"2025-10-28 09:14:51.000 +0000",1761642890.999706,10.809330,106.673321,35.100000,5.000000,9.500000,0.326152,322.319850
"2025-10-28 09:14:51.435 +0000",1761642891.434657,10.809333,106.673322,35.100000,5.000000,9.500000,0.257222,10.300000
"2025-10-28 09:14:52.485 +0000",1761642892.485345,10.809336,106.673322,35.100000,5.000000,9.500000,0.463000,4.800000
"2025-10-28 09:14:53.426 +0000",1761642893.425887,10.809342,106.673322,35.100000,5.000000,9.500000,0.823111,354.300000
"2025-10-28 09:14:54.466 +0000",1761642894.466095,10.809350,106.673320,35.100000,10.000000,19.000000,1.183222,344.100000
"2025-10-28 09:14:55.447 +0000",1761642895.447185,10.809361,106.673316,35.100000,5.000000,9.500000,1.491889,336.200000
"2025-10-28 09:14:56.481 +0000",1761642896.480785,10.809374,106.673309,35.100000,5.000000,9.500000,1.646222,328.500000
"2025-10-28 09:14:57.428 +0000",1761642897.427973,10.809389,106.673299,35.200000,10.000000,19.000000,2.366444,325.700000
"2025-10-28 09:14:58.482 +0000",1761642898.482488,10.809409,106.673285,35.200000,10.000000,19.000000,2.623667,322.300000
"2025-10-28 09:14:59.447 +0000",1761642899.446609,10.809427,106.673270,35.200000,10.000000,19.000000,2.212111,315.100000
"2025-10-28 09:15:00.466 +0000",1761642900.466136,10.809440,106.673256,35.100000,10.000000,19.000000,2.006333,308.500000
"2025-10-28 09:15:01.428 +0000",1761642901.427549,10.809450,106.673241,35.100000,10.000000,19.000000,1.903444,300.800000
"2025-10-28 09:15:02.483 +0000",1761642902.482529,10.809459,106.673226,35.100000,10.000000,19.000000,1.749111,296.000000
"2025-10-28 09:15:03.434 +0000",1761642903.433811,10.809466,106.673212,35.100000,10.000000,19.000000,1.646222,295.200000
"2025-10-28 09:15:04.475 +0000",1761642904.475362,10.809473,106.673198,35.100000,10.000000,19.000000,1.697667,296.400000
"2025-10-28 09:15:05.442 +0000",1761642905.441880,10.809481,106.673183,35.100000,5.000000,9.500000,1.749111,298.100000
"2025-10-28 09:15:06.487 +0000",1761642906.487373,10.809490,106.673167,35.100000,10.000000,19.000000,2.263556,299.900000
"2025-10-28 09:15:07.436 +0000",1761642907.436137,10.809503,106.673144,35.100000,10.000000,19.000000,3.241000,301.700000
"2025-10-28 09:15:08.489 +0000",1761642908.488886,10.809521,106.673113,35.100000,10.000000,19.000000,4.372778,301.800000
"2025-10-28 09:15:09.440 +0000",1761642909.440442,10.809544,106.673074,35.100000,10.000000,19.000000,5.453111,301.000000
"2025-10-28 09:15:10.000 +0000",1761642909.999578,10.809544,106.673074,35.100000,10.000000,19.000000,6.192866,297.701171
"2025-10-28 09:15:10.490 +0000",1761642910.489618,10.809572,106.673027,35.200000,10.000000,19.000000,6.430556,300.100000
"2025-10-28 09:15:11.433 +0000",1761642911.432984,10.809602,106.672972,35.200000,10.000000,19.000000,7.356556,299.600000
"2025-10-28 09:15:12.000 +0000",1761642911.999565,10.809626,106.672983,35.200000,10.000000,19.000000,7.892851,295.544586
"2025-10-28 09:15:12.484 +0000",1761642912.484052,10.809636,106.672909,35.300000,5.000000,9.500000,8.076778,299.000000
"2025-10-28 09:15:13.415 +0000",1761642913.415316,10.809671,106.672843,35.400000,10.000000,19.000000,8.282556,298.200000
"2025-10-28 09:15:14.497 +0000",1761642914.496796,10.809720,106.672785,35.300000,10.000000,19.000000,7.768111,295.528839
