timestamp,timeIntervalSince1970,latitude,longitude,altitude,horizontalAccuracy,verticalAccuracy,speed,course
"2025-11-02 03:00:28.460 +0000",1762052428.460315,10.775289,106.727704,12.000000,5.000000,9.500000,0.000000,333.791229
"2025-11-02 03:00:29.459 +0000",1762052429.458706,10.775289,106.727704,12.000000,5.000000,9.500000,0.000000,333.791229
"2025-11-02 03:00:30.463 +0000",1762052430.462614,10.775289,106.727704,12.000000,5.000000,9.500000,0.000000,333.791229
"2025-11-02 03:00:31.459 +0000",1762052431.459218,10.775289,106.727704,12.000000,5.000000,9.500000,0.000000,333.791229
"2025-11-02 03:00:32.440 +0000",1762052432.440040,10.775289,106.727704,12.000000,5.000000,9.500000,0.000000,333.791229
"2025-11-02 03:00:33.464 +0000",1762052433.463527,10.775289,106.727704,12.000000,5.000000,9.500000,0.000000,333.791229
"2025-11-02 03:00:34.470 +0000",1762052434.469648,10.775289,106.727704,12.000000,5.000000,9.500000,0.000000,333.791229
"2025-11-02 03:00:35.458 +0000",1762052435.457562,10.775289,106.727704,12.000000,5.000000,9.500000,0.000000,333.791229
"2025-11-02 03:00:36.453 +0000",1762052436.453209,10.775289,106.727704,12.000000,5.000000,9.500000,0.000000,333.791229
"2025-11-02 03:00:37.461 +0000",1762052437.461028,10.775289,106.727704,12.000000,5.000000,9.500000,0.000000,333.791229
"2025-11-02 03:00:38.472 +0000",1762052438.471695,10.775289,106.727704,12.000000,5.000000,9.500000,0.000000,333.791229
"2025-11-02 03:00:39.452 +0000",1762052439.452463,10.775289,106.727704,12.000000,5.000000,9.500000,0.000000,333.791229
"2025-11-02 03:00:40.454 +0000",1762052440.454491,10.775289,106.727704,12.000000,5.000000,9.500000,0.000000,333.791229
"2025-11-02 03:20:35.443 +0000",1762053635.443162,10.746181,106.649885,15.500000,5.000000,9.500000,0.000000,331.850098
"2025-11-02 03:20:36.442 +0000",1762053636.442113,10.746181,106.649885,15.500000,5.000000,9.500000,0.000000,331.850098
"2025-11-02 03:20:37.448 +0000",1762053637.448069,10.746181,106.649885,15.500000,5.000000,9.500000,0.000000,331.850098
"2025-11-02 03:20:38.445 +0000",1762053638.444716,10.746181,106.649885,15.500000,5.000000,9.500000,0.000000,331.850098
"2025-11-02 03:20:39.447 +0000",1762053639.446591,10.746181,106.649885,15.500000,5.000000,9.500000,0.000000,331.850098
"2025-11-02 03:20:40.441 +0000",1762053640.441305,10.746181,106.649885,15.500000,5.000000,9.500000,0.000000,331.850098
"2025-11-02 03:20:41.441 +0000",1762053641.440509,10.746181,106.649885,15.500000,5.000000,9.500000,0.000000,331.850098
"2025-11-02 03:20:42.444 +0000",1762053642.444059,10.746181,106.649885,15.500000,5.000000,9.500000,0.000000,331.850098
"2025-11-02 03:20:43.447 +0000",1762053643.447095,10.746181,106.649885,15.500000,5.000000,9.500000,0.000000,331.850098
"2025-11-02 03:20:44.446 +0000",1762053644.446361,10.746181,106.649885,15.500000,5.000000,9.500000,0.000000,331.850098
"2025-11-02 03:20:45.441 +0000",1762053645.441002,10.746181,106.649885,15.500000,5.000000,9.500000,0.000000,331.850098
"2025-11-02 03:20:46.444 +0000",1762053646.444395,10.746181,106.649885,15.500000,5.000000,9.500000,0.000000,331.850098
"2025-11-02 03:20:47.446 +0000",1762053647.445616,10.746181,106.649885,15.500000,5.000000,9.500000,0.000000,331.850098
"2025-11-02 03:20:48.446 +0000",1762053648.445936,10.746181,106.649885,15.500000,5.000000,9.500000,0.000000,331.850098
"2025-11-02 03:20:49.462 +0000",1762053649.462214,10.746181,106.649885,15.500000,5.000000,9.500000,0.000000,331.850098
"2025-11-02 03:20:50.454 +0000",1762053650.453827,10.746181,106.649885,15.500000,5.000000,9.500000,0.102889,331.850098
"2025-11-02 03:20:51.452 +0000",1762053651.451950,10.746186,106.649882,15.500000,5.000000,9.500000,1.028889,331.850098
"2025-11-02 03:20:52.450 +0000",1762053652.449782,10.746199,106.649875,15.500000,5.000000,9.500000,2.160667,331.850098
"2025-11-02 03:20:53.454 +0000",1762053653.453731,10.746220,106.649864,15.600000,5.000000,9.500000,3.138111,331.850098
"2025-11-02 03:20:54.524 +0000",1762053654.523743,10.746246,106.649849,15.600000,5.000000,9.500000,3.601111,331.850098
"2025-11-02 03:20:55.529 +0000",1762053655.528866,10.746276,106.649833,15.600000,5.000000,9.500000,3.806889,331.850098
"2025-11-02 03:20:56.550 +0000",1762053656.550324,10.746306,106.649817,15.600000,5.000000,9.500000,3.549667,331.850098
"2025-11-02 03:20:57.527 +0000",1762053657.526956,10.746334,106.649802,15.700000,5.000000,9.500000,3.498222,331.850098
"2025-11-02 03:20:58.450 +0000",1762053658.449944,10.746365,106.649785,15.800000,5.000000,9.500000,4.218444,331.850098
"2025-11-02 03:20:59.456 +0000",1762053659.456090,10.746402,106.649765,15.900000,5.000000,9.500000,4.990111,331.850098
"2025-11-02 03:21:00.468 +0000",1762053660.467952,10.746443,106.649743,15.900000,5.000000,9.500000,5.298778,331.850098
"2025-11-02 03:21:01.451 +0000",1762053661.451200,10.746485,106.649720,15.900000,5.000000,9.500000,5.144444,331.850098
"2025-11-02 03:21:02.467 +0000",1762053662.466795,10.746524,106.649699,15.800000,5.000000,9.500000,4.938667,331.850098
"2025-11-02 03:21:03.465 +0000",1762053663.464810,10.746568,106.649691,15.900000,5.000000,9.500000,6.019000,348.423706
"2025-11-02 03:21:04.456 +0000",1762053664.456384,10.746627,106.649679,16.100000,5.000000,9.500000,7.253667,348.423706
"2025-11-02 03:21:05.461 +0000",1762053665.461422,10.746696,106.649664,16.100000,5.000000,9.500000,8.231111,348.423706
"2025-11-02 03:21:06.451 +0000",1762053666.451286,10.746771,106.649649,16.300000,5.000000,9.500000,8.745556,348.423706
"2025-11-02 03:21:07.440 +0000",1762053667.440262,10.746849,106.649633,16.100000,5.000000,9.500000,8.848444,348.423706
"2025-11-02 03:21:08.465 +0000",1762053668.464999,10.746928,106.649616,16.200000,5.000000,9.500000,8.951333,348.423706
"2025-11-02 03:21:09.461 +0000",1762053669.460630,10.747007,106.649600,16.300000,5.000000,9.500000,9.054222,348.920380
"2025-11-02 03:21:10.470 +0000",1762053670.469705,10.747086,106.649585,16.300000,5.000000,9.500000,8.848444,348.920380
"2025-11-02 03:21:11.453 +0000",1762053671.452700,10.747164,106.649569,16.300000,5.000000,9.500000,8.539778,348.866821
"2025-11-02 03:21:12.473 +0000",1762053672.473431,10.747237,106.649554,16.200000,5.000000,9.500000,8.076778,348.866821
"2025-11-02 03:21:13.476 +0000",1762053673.476476,10.747310,106.649540,16.300000,5.000000,9.500000,8.282556,348.866821
"2025-11-02 03:21:14.454 +0000",1762053674.454081,10.747384,106.649525,16.400000,5.000000,9.500000,8.436889,348.866821
"2025-11-02 03:21:15.455 +0000",1762053675.455283,10.747459,106.649510,16.400000,5.000000,9.500000,8.282556,348.866821
"2025-11-02 03:21:16.461 +0000",1762053676.461294,10.747531,106.649496,16.400000,5.000000,9.500000,7.922444,348.815430
"2025-11-02 03:21:17.461 +0000",1762053677.460863,10.747599,106.649482,16.400000,5.000000,9.500000,7.305111,348.815430
"2025-11-02 03:21:18.456 +0000",1762053678.456030,10.747661,106.649470,16.300000,5.000000,9.500000,6.636333,348.815430
"2025-11-02 03:21:19.464 +0000",1762053679.463763,10.747716,106.649459,16.400000,5.000000,9.500000,5.864667,348.815430
"2025-11-02 03:21:20.454 +0000",1762053680.454133,10.747766,106.649449,16.400000,5.000000,9.500000,5.298778,348.815430
"2025-11-02 03:21:21.547 +0000",1762053681.546637,10.747811,106.649440,16.600000,5.000000,9.500000,4.887222,348.815430
"2025-11-02 03:21:22.466 +0000",1762053682.466410,10.747857,106.649431,16.700000,5.000000,9.500000,5.556000,348.815430
"2025-11-02 03:21:23.470 +0000",1762053683.470065,10.747910,106.649420,16.800000,5.000000,9.500000,6.276222,348.815430
"2025-11-02 03:21:24.457 +0000",1762053684.457319,10.747966,106.649409,16.800000,5.000000,9.500000,6.430556,348.698486
"2025-11-02 03:21:25.468 +0000",1762053685.468329,10.748024,106.649397,16.800000,5.000000,9.500000,6.430556,348.698486
"2025-11-02 03:21:26.466 +0000",1762053686.465798,10.748080,106.649386,16.800000,5.000000,9.500000,6.173333,348.698486
"2025-11-02 03:21:27.460 +0000",1762053687.460369,10.748133,106.649375,16.800000,5.000000,9.500000,5.916111,348.698486
"2025-11-02 03:21:28.476 +0000",1762053688.476294,10.748185,106.649365,16.900000,5.000000,9.500000,5.761778,348.698486
"2025-11-02 03:21:29.453 +0000",1762053689.453041,10.748234,106.649340,16.900000,5.000000,9.500000,5.967556,348.698486
"2025-11-02 03:21:30.463 +0000",1762053690.463021,10.748289,106.649332,16.900000,5.000000,9.500000,6.379111,348.698486
"2025-11-02 03:21:31.451 +0000",1762053691.450933,10.748349,106.649325,16.900000,5.000000,9.500000,6.945000,348.698486
"2025-11-02 03:21:32.453 +0000",1762053692.453151,10.748413,106.649345,16.900000,5.000000,9.500000,7.305111,359.600800
"2025-11-02 03:21:33.456 +0000",1762053693.456215,10.748481,106.649344,17.000000,5.000000,9.500000,7.459444,359.600800
"2025-11-02 03:21:34.444 +0000",1762053694.443570,10.748548,106.649343,16.900000,5.000000,9.500000,7.459444,359.113770
"2025-11-02 03:21:35.441 +0000",1762053695.441415,10.748616,106.649342,16.900000,5.000000,9.500000,7.510889,359.113770
"2025-11-02 03:21:36.551 +0000",1762053696.551467,10.748681,106.649346,16.900000,5.000000,9.500000,7.459444,5.438542
