timestamp,timeIntervalSince1970,latitude,longitude,altitude,horizontalAccuracy,verticalAccuracy,speed,course
"2025-11-02 01:34:38.482 +0000",1762047278.481590,10.758982,106.714388,6.900000,5.000000,9.500000,9.620111,300.200000
"2025-11-02 01:34:39.469 +0000",1762047279.468646,10.759026,106.714311,6.900000,5.000000,9.500000,9.671556,300.100000
"2025-11-02 01:34:40.000 +0000",1762047279.999872,10.759026,106.714311,6.900000,5.000000,9.500000,9.941503,301.190887
"2025-11-02 01:34:40.488 +0000",1762047280.488273,10.759072,106.714233,6.900000,5.000000,9.500000,10.031667,300.500000
"2025-11-02 01:34:41.530 +0000",1762047281.529529,10.759120,106.714151,7.100000,5.000000,9.500000,10.751889,300.900000
"2025-11-02 01:34:42.504 +0000",1762047282.503808,10.759173,106.714064,7.200000,5.000000,9.500000,11.317778,301.190887
"2025-11-02 01:34:43.470 +0000",1762047283.470371,10.759226,106.713976,7.000000,5.000000,9.500000,11.369222,301.190887
"2025-11-02 01:34:44.485 +0000",1762047284.484883,10.759280,106.713886,6.900000,5.000000,9.500000,11.317778,301.190887
"2025-11-02 01:34:45.491 +0000",1762047285.490690,10.759331,106.713798,6.800000,5.000000,9.500000,11.009111,301.190887
"2025-11-02 01:34:46.476 +0000",1762047286.476419,10.759381,106.713712,6.800000,5.000000,9.500000,10.700444,301.019440
"2025-11-02 01:34:47.463 +0000",1762047287.463013,10.759429,106.713629,6.700000,5.000000,9.500000,10.237444,301.019440
"2025-11-02 01:34:48.469 +0000",1762047288.468992,10.759476,106.713550,6.800000,5.000000,9.500000,9.928778,301.019440
"2025-11-02 01:34:49.469 +0000",1762047289.469312,10.759519,106.713473,6.700000,5.000000,9.500000,9.517222,301.019440
"2025-11-02 01:57:46.956 +0000",1762048666.955998,10.772162,106.722396,9.680401,28.663423,3.000000,-1.000000,-1.000000
