timestamp,timeIntervalSince1970,x,y,z
"2025-11-02 01:34:38.569 +0000",1762047278.569021,-0.100540,-0.866638,-0.434540
"2025-11-02 01:34:38.579 +0000",1762047278.579057,-0.124374,-0.885239,-0.426987
"2025-11-02 01:34:38.589 +0000",1762047278.589094,-0.116272,-0.860535,-0.380371
"2025-11-02 01:34:38.599 +0000",1762047278.599129,-0.133591,-0.868866,-0.444489
"2025-11-02 01:34:38.609 +0000",1762047278.609166,-0.150620,-0.858841,-0.465179
"2025-11-02 01:34:38.619 +0000",1762047278.619202,-0.118225,-0.855164,-0.488190
"2025-11-02 01:34:38.629 +0000",1762047278.629239,-0.070557,-0.894684,-0.476624
"2025-11-02 01:34:38.639 +0000",1762047278.639274,-0.052185,-0.906525,-0.437637
"2025-11-02 01:34:38.649 +0000",1762047278.649311,-0.064178,-0.915680,-0.441772
"2025-11-02 01:34:38.659 +0000",1762047278.659347,-0.084473,-0.922470,-0.457611
"2025-11-02 01:34:38.669 +0000",1762047278.669383,-0.083572,-0.885162,-0.470322
"2025-11-02 01:34:38.679 +0000",1762047278.679419,-0.073486,-0.867416,-0.452927
"2025-11-02 01:34:38.689 +0000",1762047278.689455,-0.083405,-0.864594,-0.497192
"2025-11-02 01:34:38.699 +0000",1762047278.699492,-0.083008,-0.859177,-0.518417
"2025-11-02 01:34:38.710 +0000",1762047278.709528,-0.077347,-0.873077,-0.459732
"2025-11-02 01:34:38.720 +0000",1762047278.719563,-0.098984,-0.913574,-0.502609
"2025-11-02 01:34:38.730 +0000",1762047278.729600,-0.107864,-0.907532,-0.457169
"2025-11-02 01:34:38.740 +0000",1762047278.739635,-0.097107,-0.921875,-0.464386
"2025-11-02 01:34:38.750 +0000",1762047278.749672,-0.086365,-0.914871,-0.450592
"2025-11-02 01:34:38.760 +0000",1762047278.759708,-0.074966,-0.882446,-0.466278
"2025-11-02 01:34:38.770 +0000",1762047278.769745,-0.061157,-0.868530,-0.469894
"2025-11-02 01:34:38.780 +0000",1762047278.779780,-0.080750,-0.844620,-0.449860
"2025-11-02 01:34:38.790 +0000",1762047278.789816,-0.104935,-0.837524,-0.485092
"2025-11-02 01:34:38.800 +0000",1762047278.799853,-0.121201,-0.871307,-0.425751
"2025-11-02 01:34:38.810 +0000",1762047278.809888,-0.128677,-0.879684,-0.488144
"2025-11-02 01:34:38.820 +0000",1762047278.819925,-0.105133,-0.883133,-0.404007
"2025-11-02 01:34:38.830 +0000",1762047278.829961,-0.115036,-0.936951,-0.437363
"2025-11-02 01:34:38.840 +0000",1762047278.839998,-0.136719,-0.894699,-0.480118
"2025-11-02 01:34:38.850 +0000",1762047278.850033,-0.121033,-0.885712,-0.414017
"2025-11-02 01:34:38.860 +0000",1762047278.860069,-0.092819,-0.908066,-0.444702
"2025-11-02 01:34:38.870 +0000",1762047278.870106,-0.090744,-0.850342,-0.370697
"2025-11-02 01:34:38.880 +0000",1762047278.880141,-0.123764,-0.834351,-0.433731
"2025-11-02 01:34:38.890 +0000",1762047278.890177,-0.130081,-0.836578,-0.443573
"2025-11-02 01:34:38.900 +0000",1762047278.900214,-0.115845,-0.827209,-0.399597
"2025-11-02 01:34:38.910 +0000",1762047278.910257,-0.112778,-0.860657,-0.448029
"2025-11-02 01:34:38.920 +0000",1762047278.920286,-0.119492,-0.894135,-0.375046
"2025-11-02 01:34:38.930 +0000",1762047278.930322,-0.134201,-0.922577,-0.403915
"2025-11-02 01:34:38.940 +0000",1762047278.940359,-0.141006,-0.914764,-0.384171
"2025-11-02 01:34:38.950 +0000",1762047278.950394,-0.137466,-0.909760,-0.403885
"2025-11-02 01:34:38.960 +0000",1762047278.960430,-0.113022,-0.906021,-0.434631
"2025-11-02 01:34:38.970 +0000",1762047278.970467,-0.081299,-0.872910,-0.389343
"2025-11-02 01:34:38.981 +0000",1762047278.980502,-0.062485,-0.877625,-0.439758
"2025-11-02 01:34:38.991 +0000",1762047278.990538,-0.056808,-0.882248,-0.408539
"2025-11-02 01:34:39.001 +0000",1762047279.000577,-0.084061,-0.879257,-0.423843
"2025-11-02 01:34:39.011 +0000",1762047279.010611,-0.116592,-0.902100,-0.431320
"2025-11-02 01:34:39.021 +0000",1762047279.020647,-0.119919,-0.911133,-0.407318
"2025-11-02 01:34:39.031 +0000",1762047279.030684,-0.101471,-0.933975,-0.451340
"2025-11-02 01:34:39.041 +0000",1762047279.040720,-0.065308,-0.931412,-0.425903
"2025-11-02 01:34:39.051 +0000",1762047279.050756,-0.039291,-0.940369,-0.422073
"2025-11-02 01:34:39.061 +0000",1762047279.060792,-0.071823,-0.925247,-0.411942
"2025-11-02 01:34:39.071 +0000",1762047279.070829,-0.119003,-0.876312,-0.449356
"2025-11-02 01:34:39.081 +0000",1762047279.080863,-0.130386,-0.888641,-0.449554
"2025-11-02 01:34:39.091 +0000",1762047279.090901,-0.112549,-0.876282,-0.464920
"2025-11-02 01:34:39.101 +0000",1762047279.100938,-0.080139,-0.910019,-0.439804
"2025-11-02 01:34:39.111 +0000",1762047279.110973,-0.073990,-0.922104,-0.408295
"2025-11-02 01:34:39.121 +0000",1762047279.121009,-0.101410,-0.905640,-0.390717
"2025-11-02 01:34:39.131 +0000",1762047279.131045,-0.138809,-0.929062,-0.377701
"2025-11-02 01:34:39.141 +0000",1762047279.141082,-0.169479,-0.879059,-0.408188
"2025-11-02 01:34:39.151 +0000",1762047279.151117,-0.158493,-0.869019,-0.483521
"2025-11-02 01:34:39.161 +0000",1762047279.161155,-0.104385,-0.890930,-0.488205
"2025-11-02 01:34:39.171 +0000",1762047279.171190,-0.059662,-0.898254,-0.416351
"2025-11-02 01:34:39.181 +0000",1762047279.181225,-0.091034,-0.917389,-0.361526
"2025-11-02 01:34:39.191 +0000",1762047279.191262,-0.149796,-0.926239,-0.397354
"2025-11-02 01:34:39.201 +0000",1762047279.201298,-0.190079,-0.896561,-0.363541
"2025-11-02 01:34:39.211 +0000",1762047279.211334,-0.173355,-0.860855,-0.457657
"2025-11-02 01:34:39.221 +0000",1762047279.221371,-0.101852,-0.856842,-0.408569
"2025-11-02 01:34:39.231 +0000",1762047279.231406,-0.061493,-0.863983,-0.457321
"2025-11-02 01:34:39.241 +0000",1762047279.241443,-0.094147,-0.870392,-0.418747
"2025-11-02 01:34:39.251 +0000",1762047279.251478,-0.145905,-0.924088,-0.458160
"2025-11-02 01:34:39.262 +0000",1762047279.261515,-0.156006,-0.908646,-0.430588
"2025-11-02 01:34:39.272 +0000",1762047279.271551,-0.114578,-0.946426,-0.428818
"2025-11-02 01:34:39.282 +0000",1762047279.281587,-0.082840,-0.963486,-0.434708
"2025-11-02 01:34:39.292 +0000",1762047279.291623,-0.070770,-0.964569,-0.406540
"2025-11-02 01:34:39.302 +0000",1762047279.301660,-0.094955,-0.919434,-0.406662
"2025-11-02 01:34:39.312 +0000",1762047279.311695,-0.109955,-0.891174,-0.441391
"2025-11-02 01:34:39.322 +0000",1762047279.321732,-0.100189,-0.863800,-0.434357
"2025-11-02 01:34:39.332 +0000",1762047279.331768,-0.090073,-0.859100,-0.481186
"2025-11-02 01:34:39.342 +0000",1762047279.341804,-0.064804,-0.917404,-0.454514
"2025-11-02 01:34:39.352 +0000",1762047279.351840,-0.065475,-0.934326,-0.393997
"2025-11-02 01:34:39.362 +0000",1762047279.361877,-0.104034,-0.938950,-0.407303
"2025-11-02 01:34:39.372 +0000",1762047279.371912,-0.128906,-0.948242,-0.469833
"2025-11-02 01:34:39.382 +0000",1762047279.381947,-0.100922,-0.967209,-0.456406
"2025-11-02 01:34:39.392 +0000",1762047279.391985,-0.064194,-0.920898,-0.423492
"2025-11-02 01:34:39.402 +0000",1762047279.402021,-0.044403,-0.937469,-0.411636
"2025-11-02 01:34:39.412 +0000",1762047279.412057,-0.055130,-0.936829,-0.418945
"2025-11-02 01:34:39.422 +0000",1762047279.422092,-0.089905,-0.835312,-0.403244
"2025-11-02 01:34:39.432 +0000",1762047279.432129,-0.103821,-0.874222,-0.487091
"2025-11-02 01:34:39.442 +0000",1762047279.442165,-0.066910,-0.888458,-0.476700
"2025-11-02 01:34:39.452 +0000",1762047279.452200,-0.019180,-0.888855,-0.405228
"2025-11-02 01:34:39.462 +0000",1762047279.462237,-0.023361,-0.968582,-0.432770
"2025-11-02 01:34:39.472 +0000",1762047279.472273,-0.039642,-0.976822,-0.440994
"2025-11-02 01:34:39.482 +0000",1762047279.482309,-0.070816,-0.932175,-0.388138
"2025-11-02 01:34:39.492 +0000",1762047279.492346,-0.100739,-0.930588,-0.467361
"2025-11-02 01:34:39.502 +0000",1762047279.502381,-0.070099,-0.923508,-0.434326
"2025-11-02 01:34:39.512 +0000",1762047279.512417,-0.013260,-0.890533,-0.393204
"2025-11-02 01:34:39.522 +0000",1762047279.522454,-0.005447,-0.918030,-0.380325
"2025-11-02 01:34:39.532 +0000",1762047279.532491,-0.045853,-0.903656,-0.415115
"2025-11-02 01:34:39.543 +0000",1762047279.542527,-0.087280,-0.868774,-0.399429
"2025-11-02 01:34:39.553 +0000",1762047279.552562,-0.116913,-0.916214,-0.446762
"2025-11-02 01:34:39.563 +0000",1762047279.562599,-0.076782,-0.940430,-0.413864
"2025-11-02 01:34:39.573 +0000",1762047279.572634,-0.017410,-0.948151,-0.290283
"2025-11-02 01:34:39.583 +0000",1762047279.582670,-0.029343,-0.985687,-0.379501
"2025-11-02 01:34:39.593 +0000",1762047279.592707,-0.071091,-0.903473,-0.354004
"2025-11-02 01:34:39.603 +0000",1762047279.602743,-0.117508,-0.864243,-0.412445
"2025-11-02 01:34:39.613 +0000",1762047279.612779,-0.145233,-0.893692,-0.454391
